Title,Subject,List,"Send Date","Send Weekday","Total Recipients","Successful Deliveries","Soft Bounces","Hard Bounces","Total Bounces","Times Forwarded","Forwarded Opens","Unique Opens","Open Rate","Total Opens","Unique Clicks","Click Rate","Total Clicks",Unsubscribes,"Abuse Complaints","Times Liked on Facebook","Folder Id","Unique Id","Analytics ROI","Campaign Cost","Revenue Created",Visits,"New Visits",Pages/Visit,"Bounce Rate","Time on Site","Goal Conversion Rate","Per Visit Goal Value",Transactions,"Ecommerce Conversion Rate","Per Visit Value","Average Value"
"Free Shipping 1116 (copy 01)","Free Shipping for 6 hours.  Launching NOW.","Product Testers","Nov 16, 2013 09:00 am",Saturday,28811,28727,61,23,84,0,0,3196,11.13%,4413,298,1.04%,350,147,38,0,0,c114da08b8,"6,397.79%",$10.34,$661.46,384,128,4.5104166666667,9.11%,04:00,3.91%,$0.00,15,3.91%,$1.72,$44.10
"Free Shipping 1116 (copy 02)","Free Shipping for 6 hours.  Launching NOW.",LifeScript,"Nov 16, 2013 09:00 am",Saturday,66961,66921,32,8,40,0,0,4413,6.59%,5895,201,0.30%,234,85,21,0,0,4524b61cae,"1,845.64%",$24.03,$443.49,229,103,3.9868995633188,10.92%,03:29,4.37%,$0.00,10,4.37%,$1.94,$44.35
"Heartland Premium ON SALE (copy 08)","US MADE Bully Sticks - Available again!  Please hurry.","Special Products Customers","Nov 15, 2013 09:14 am",Friday,27209,27142,59,8,67,0,0,2210,8.14%,3122,373,1.37%,489,34,16,0,0,a38c600483,"66,708.35%",$9.76,"$6,513.40",474,123,9.0105485232068,4.01%,07:14,19.83%,$0.00,95,20.04%,$13.74,$68.56
"Slow Feed Bowl 1115 (copy 02)","This one tip can help save your pet's life.",LifeScript,"Nov 15, 2013 08:48 am",Friday,67049,67023,25,1,26,0,0,4711,7.03%,6631,231,0.34%,266,73,28,0,0,c6e7fa0cf9,0.00%,$24.06,$0.00,250,123,3.036,3.20%,02:13,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Slow Feed Bowl 1115 (copy 01)","This one tip can help save your pet's life.","PetFlow Recurring Customers","Nov 15, 2013 08:48 am",Friday,50358,50331,23,4,27,0,0,8567,17.02%,11244,630,1.25%,722,58,7,0,0,42ab3cf13f,"11,897.81%",$18.07,"$2,150.06",895,229,7.3597765363128,2.01%,04:19,4.13%,$0.00,36,4.02%,$2.40,$59.72
"Slow Feed Bowl 1115","This one tip can help save your pet's life.",PetFlow,"Nov 15, 2013 08:00 am",Friday,282157,282023,100,34,134,0,0,28229,10.01%,37608,1927,0.68%,2279,201,67,0,0,45353ed178,"3,282.14%",$101.25,"$3,323.25",2232,799,4.5295698924731,2.73%,03:15,3.00%,$0.00,65,2.91%,$1.49,$51.13
" (copy 01)","In Stock Now!  $0.01 Treats - Please hurry!","PetFlow Recurring Customers","Nov 14, 2013 02:21 pm",Thursday,50440,50417,19,4,23,0,0,8031,15.93%,10615,558,1.11%,658,75,13,0,0,7666ba6ab3,"21,454.07%",$18.10,"$3,883.29",747,173,7.2208835341365,3.21%,05:46,9.50%,$0.00,71,9.50%,$5.20,$54.69
"Biggest Deal Ever (copy 02)","Secret Deal Inside (The biggest one we've ever offered)","Pet Deals","Nov 14, 2013 10:46 am",Thursday,17817,17802,12,3,15,0,0,1283,7.21%,1726,93,0.52%,109,34,8,0,0,3308437f94,"2,597.10%",$6.39,$166.05,100,55,5.7,10.00%,04:12,3.00%,$0.00,3,3.00%,$1.66,$55.35
"Biggest Deal Ever (copy 01)","Secret Deal Inside (The biggest one we've ever offered)",LifeScript,"Nov 14, 2013 08:43 am",Thursday,67156,67134,21,1,22,2,1,4629,6.90%,6331,201,0.30%,232,83,21,0,0,a20c11423e,421.22%,$24.10,$101.51,222,101,4.0630630630631,9.91%,03:38,0.90%,$0.00,2,0.90%,$0.46,$50.76
"Biggest Deal Ever","Secret Deal Inside (The biggest one we've ever offered)",PetFlow,"Nov 14, 2013 08:35 am",Thursday,269010,268896,90,24,114,2,1,27135,10.09%,36998,1878,0.70%,2237,267,68,0,0,d834b5b08c,"17,061.54%",$96.53,"$16,470.30",2344,660,7.8093003412969,5.46%,06:02,9.04%,$0.00,215,9.17%,$7.03,$76.61
"Pet Alert Oct 30 (copy 08)","** IMPORTANT ** Please read if you have pets in your home.","Pet Deals","Nov 13, 2013 06:38 pm",Wednesday,17850,17828,14,8,22,4,0,2197,12.32%,3241,124,0.70%,158,23,12,0,0,2ef669b438,0.00%,$6.41,$0.00,118,61,3.0593220338983,11.86%,02:55,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Pet Alert Oct 30 (copy 07)","** IMPORTANT ** Please read if you have pets in your home.",LifeScript,"Nov 13, 2013 06:38 pm",Wednesday,67245,67207,24,14,38,2,2,6425,9.56%,8915,220,0.33%,270,78,23,0,0,594dfd7302,"1,700.84%",$24.13,$410.43,216,116,4.5787037037037,14.35%,04:41,6.48%,$0.00,14,6.48%,$1.90,$29.32
"Pet Alert Oct 30 (copy 06)","** IMPORTANT ** Please read if you have pets in your home.","PetFlow Recurring Customers","Nov 13, 2013 06:37 pm",Wednesday,50472,50451,14,7,21,2,2,13837,27.43%,18667,554,1.10%,662,47,8,0,0,8274aea471,"11,811.14%",$18.11,"$2,139.23",667,191,7.952023988006,8.40%,05:31,8.10%,$0.00,56,8.40%,$3.21,$38.20
"Pet Alert Oct 30 (copy 05)","** IMPORTANT ** Please read if you have pets in your home.",PetFlow,"Nov 13, 2013 06:35 pm",Wednesday,282562,282435,99,28,127,30,29,43639,15.45%,60448,2033,0.72%,2547,232,65,0,0,ee2b49768c,"6,729.33%",$101.40,"$6,823.40",2154,839,5.5738161559889,8.73%,04:45,7.47%,$0.00,160,7.43%,$3.17,$42.65
"In Stock Now!  $0.01 Treats - Please hurry!","In Stock Now!  $0.01 Treats - Please hurry!",PetFlow,"Nov 13, 2013 01:13 pm",Wednesday,282761,282578,116,67,183,0,0,27937,9.89%,37814,2295,0.81%,2655,242,67,0,0,419474f1ab,"9,459.44%",$101.47,"$9,598.42",2854,891,5.0981079187106,7.04%,04:43,6.80%,$0.00,198,6.94%,$3.36,$48.48
"(copy 01) (copy 02)","Still Available! LED Safety Lights - $0.01 TODAY (Our #1 Selling Product)","PetFlow Recurring Customers","Nov 12, 2013 09:00 am",Tuesday,50497,50476,19,2,21,0,0,7280,14.42%,9701,585,1.16%,686,57,8,0,0,64a5c36371,"24,770.85%",$18.12,"$4,488.71",851,198,8.3490011750881,4.11%,05:50,9.64%,$0.00,82,9.64%,$5.27,$54.74
"(copy 01)","Still Available! LED Safety Lights - $0.01 TODAY (Our #1 Selling Product)",PetFlow,"Nov 12, 2013 08:00 am",Tuesday,269243,269065,137,41,178,4,1,24209,9.00%,33025,2094,0.78%,2691,214,62,0,0,6ce7cf765e,"8,699.47%",$96.62,"$8,405.28",2653,924,6.385978137957,5.58%,05:50,7.35%,$0.00,194,7.31%,$3.17,$43.33
"Heartland Premium ON SALE (copy 07)","US MADE Bully Sticks - Available again!  Please hurry.","Special Products Customers","Nov 11, 2013 09:43 pm",Monday,33263,33194,60,9,69,1,0,6293,18.96%,8966,638,1.92%,802,55,8,0,0,5ad7b6835d,"86,782.68%",$11.94,"$10,358.80",896,218,7.5033482142857,4.58%,06:36,17.52%,$0.00,159,17.75%,$11.56,$65.15
"Heartland Premium ON SALE (copy 06)","US MADE Bully Sticks - Available again!  Please hurry.",PetFlow,"Nov 11, 2013 03:54 pm",Monday,37512,37502,7,3,10,3,2,18210,48.56%,23585,503,1.34%,617,71,11,0,0,bd099aa348,"34,731.56%",$13.46,"$4,675.30",641,131,5.6458658346334,4.99%,04:38,11.70%,$0.00,72,11.23%,$7.29,$64.93
"Doorbusters November 11 2014 (copy 03)","New Doorbusters live at 8AM - up to 81% off!","Pet Deals","Nov 11, 2013 01:53 pm",Monday,17891,17874,11,6,17,0,0,1408,7.88%,2069,171,0.96%,194,29,5,0,0,dfdd731069,"2,321.26%",$6.42,$149.03,189,100,3.5185185185185,6.35%,03:12,2.65%,$0.00,5,2.65%,$0.79,$29.81
"Doorbusters November 11 2014 (copy 02)","New Doorbusters live at 8AM - up to 81% off!",LifeScript,"Nov 11, 2013 01:53 pm",Monday,67417,67389,19,9,28,0,0,4744,7.04%,6644,352,0.52%,392,125,28,0,0,5db3aa31e0,"1,406.75%",$24.19,$340.33,384,206,3.8020833333333,9.64%,03:32,1.82%,$0.00,7,1.82%,$0.89,$48.62
"Doorbusters November 11 2014 (copy 01)","New Doorbusters live at 8AM - up to 81% off!","PetFlow Recurring Customers","Nov 11, 2013 08:30 am",Monday,50579,50544,20,15,35,0,0,8220,16.26%,11403,1039,2.06%,1178,59,11,0,0,8925fc08d0,"22,346.06%",$18.15,"$4,055.89",1487,270,6.2111634162744,4.24%,04:30,4.98%,$0.00,74,4.98%,$2.73,$54.81
"Doorbusters November 11 2014","New Doorbusters live at 8AM - up to 81% off!",PetFlow,"Nov 11, 2013 08:00 am",Monday,269000,268872,97,31,128,0,0,24900,9.26%,34633,2991,1.11%,3347,260,62,0,0,e42e6f5f4a,"10,339.27%",$96.53,"$9,980.61",3855,1022,4.3289234760052,6.33%,03:40,4.36%,$0.00,167,4.33%,$2.59,$59.76
"$39 Free Shipping (copy 06)","6 Hours Only - Free Shipping LIVE NOW.","Pet Deals","Nov 09, 2013 08:27 am",Saturday,17937,17923,12,2,14,0,0,1344,7.50%,1719,106,0.59%,122,33,9,0,0,998aeda6b2,0.00%,$6.44,$0.00,120,63,3.6,7.50%,03:03,0.00%,$0.00,0,0.00%,$0.00,$0.00
"$39 Free Shipping (copy 05)","6 Hours Only - Free Shipping LIVE NOW.",LifeScript,"Nov 09, 2013 08:26 am",Saturday,67566,67538,21,7,28,1,1,4549,6.74%,6249,226,0.33%,250,96,38,0,0,bf10c21343,"1,394.24%",$24.25,$338.05,273,141,3.5531135531136,10.26%,03:27,1.47%,$0.00,4,1.47%,$1.24,$84.51
"$39 Free Shipping (copy 04)","6 Hours Only - Free Shipping LIVE NOW.",PetFlow,"Nov 09, 2013 08:26 am",Saturday,282397,282248,102,47,149,2,0,26366,9.34%,34498,1585,0.56%,1851,239,82,0,0,557806d34e,"14,727.55%",$101.34,"$14,924.70",1986,570,7.6883182275932,6.04%,06:44,11.33%,$0.00,223,11.23%,$7.51,$66.93
"Natural Balance SALE (copy 04)","BIG Natural Balance Sale - Details inside","Brand Lists","Nov 08, 2013 10:26 am",Friday,11881,11802,72,7,79,0,0,2273,19.26%,3237,257,2.18%,305,81,10,0,0,554d34107e,"80,989.24%",$4.26,"$3,452.99",327,107,7.3333333333333,2.75%,05:06,13.15%,$0.00,44,13.46%,$10.56,$78.48
"US Made SALE (copy 02)","USA Made - On sale at 63% off - Please hurry!","Pet Deals","Nov 08, 2013 09:00 am",Friday,17983,17946,22,15,37,0,0,1461,8.14%,1945,49,0.27%,55,29,10,0,0,2a43b289f1,633.95%,$6.45,$40.91,46,21,4.8260869565217,8.70%,03:53,2.17%,$0.00,1,2.17%,$0.89,$40.91
"US Made SALE (copy 01)","USA Made - On sale at 63% off - Please hurry!","PetFlow Recurring Customers","Nov 08, 2013 08:30 am",Friday,50660,50632,25,3,28,0,0,8183,16.16%,10515,382,0.75%,447,58,10,0,0,580ddef776,"16,004.69%",$18.18,"$2,909.56",572,131,7.7762237762238,5.42%,07:06,6.47%,$0.00,36,6.29%,$5.09,$80.82
"US Made SALE","USA Made - On sale at 63% off - Please hurry!",PetFlow,"Nov 08, 2013 08:00 am",Friday,282211,282025,145,41,186,2,3,26595,9.43%,34286,1029,0.36%,1209,230,59,0,0,644e53a76b,"7,460.89%",$101.27,"$7,555.78",1252,361,5.9648562300319,7.35%,07:06,8.15%,$0.00,102,8.15%,$6.03,$74.08
" (copy 01)","LED Safety Lights - $0.01 TODAY (Our #1 Selling Product)","National Recall Notification","Nov 07, 2013 09:00 am",Thursday,18148,18058,77,13,90,0,0,2418,13.39%,3656,334,1.85%,393,49,20,0,0,1c93e549d0,"7,108.55%",$6.51,$462.94,400,170,4.245,9.00%,04:02,3.00%,$0.00,12,3.00%,$1.16,$38.58
" (copy 01)","LED Safety Lights - $0.01 TODAY (Our #1 Selling Product)","PetFlow Recurring Customers","Nov 07, 2013 08:30 am",Thursday,50740,50701,25,14,39,2,2,8361,16.49%,12013,921,1.82%,1168,51,15,0,0,732033740f,"29,018.84%",$18.21,"$5,283.79",1487,307,6.6731674512441,5.45%,05:20,6.86%,$0.00,100,6.72%,$3.55,$52.84
"LED Safety Lights - $0.01 TODAY (Our #1 Selling Product)","LED Safety Lights - $0.01 TODAY (Our #1 Selling Product)",PetFlow,"Nov 07, 2013 08:00 am",Thursday,268706,268569,96,41,137,1,1,26618,9.91%,39123,3349,1.25%,4361,216,58,0,0,0a6fd5d71b,"11,582.61%",$96.43,"$11,168.60",4346,1477,5.5319834330419,7.02%,06:20,5.96%,$0.00,258,5.94%,$2.57,$43.29
" (copy 01)","LED Safety Lights - $0.01 TODAY (Our #1 Selling Product)",LifeScript,"Nov 07, 2013 08:00 am",Thursday,67708,67680,21,7,28,0,0,4796,7.09%,7003,555,0.82%,732,99,33,0,0,d03fe93cd6,"3,381.96%",$24.30,$821.72,666,384,3.9654654654655,9.76%,04:46,3.30%,$0.00,21,3.15%,$1.23,$39.13
"Heartland Premium ON SALE (copy 05)","Still Available:  Huge 71% off American Made Bully Sticks - Must see.","Special Products Customers","Nov 06, 2013 08:52 am",Wednesday,28378,28301,66,11,77,1,1,2574,9.10%,3734,398,1.41%,508,40,7,0,0,05555c330d,"55,478.41%",$10.18,"$5,649.64",551,118,6.8275862068966,3.45%,06:46,18.33%,$0.00,100,18.15%,$10.25,$56.50
"Heartland Premium ON SALE (copy 04)","NEW:  Huge 71% off American Made Bully Sticks - Must see.",,"Nov 06, 2013 08:27 am",Wednesday,1311,1294,17,0,17,0,0,341,26.35%,556,47,3.63%,58,15,0,0,0,8b24b53292,"65,742.80%",$0.47,$309.29,78,25,4.5128205128205,5.13%,04:27,6.41%,$0.00,5,6.41%,$3.97,$61.86
"Heartland Premium ON SALE (copy 03)","NEW:  Huge 71% off American Made Bully Sticks - Must see.",LifeScript,"Nov 06, 2013 08:27 am",Wednesday,67876,67831,30,15,45,0,0,4588,6.76%,6038,88,0.13%,104,113,36,0,0,bd1c8bde6a,"1,183.71%",$24.36,$288.32,98,51,4.0816326530612,11.22%,03:48,3.06%,$0.00,3,3.06%,$2.94,$96.11
"Heartland Premium ON SALE (copy 02)","NEW:  Huge 71% off American Made Bully Sticks - Must see.","PetFlow Recurring Customers","Nov 06, 2013 08:25 am",Wednesday,50837,50806,28,3,31,1,0,7693,15.14%,10127,410,0.81%,536,83,15,0,0,b6b62c7350,"31,277.25%",$18.24,"$5,705.89",633,142,8.1200631911532,5.53%,06:45,13.43%,$0.00,85,13.43%,$9.01,$67.13
"Free Shipping Nov 6th","Free Shipping Today! (Starts 8AM)",PetFlow,"Nov 06, 2013 08:24 am",Wednesday,280918,280776,99,43,142,2,0,26651,9.49%,37712,2423,0.86%,2934,265,76,0,0,6ce3a8aacd,"20,651.85%",$100.81,"$20,818.70",3136,829,6.9923469387755,5.55%,05:56,10.52%,$0.00,330,10.52%,$6.64,$63.09
"Heartland Premium ON SALE (copy 01)","NEW:  Huge 71% off American Made Bully Sticks - Must see.",PetFlow,"Nov 05, 2013 05:15 pm",Tuesday,281203,281059,111,33,144,8,4,28543,10.16%,38426,1542,0.55%,1948,290,71,0,0,489c2dd167,"13,372.79%",$100.91,"$13,494.50",2037,553,5.5095729013255,5.99%,05:04,11.68%,$0.00,238,11.68%,$6.62,$56.70
"Heartland Premium ON SALE","NEW:  Huge 71% off American Made Bully Sticks - Must see.","Special Products Customers","Nov 05, 2013 04:37 pm",Tuesday,33524,33330,70,124,194,0,0,6038,18.12%,8999,802,2.41%,991,55,25,0,0,316f93ec12,"78,987.09%",$12.03,"$9,502.26",1158,229,7.0975820379965,5.61%,06:07,13.56%,$0.00,157,13.56%,$8.21,$60.52
" (copy 01)","Please use this credit before it expires!",LifeScript,"Nov 05, 2013 02:37 pm",Tuesday,68025,67975,31,19,50,15,10,6995,10.29%,10005,712,1.05%,813,121,32,0,0,fa644d431a,"2,091.77%",$24.41,$510.62,786,476,4.3575063613232,10.56%,04:29,2.29%,$0.00,17,2.16%,$0.65,$30.04
"(copy 01)","Please use this credit before it expires!","Product Testers","Nov 05, 2013 02:37 pm",Tuesday,28052,27963,43,46,89,11,9,7597,27.17%,11796,1136,4.06%,1345,130,40,0,0,749995ad53,"15,887.24%",$10.07,"$1,599.29",1431,464,4.6701607267645,12.86%,04:23,3.14%,$0.00,45,3.14%,$1.12,$35.54
"Etta Says Pricing Error (copy 02)","Still Available: Urgent - Pricing error.  Please open for details.","PetFlow Recurring Customers","Nov 05, 2013 08:05 am",Tuesday,39241,39208,29,4,33,0,0,3963,10.11%,5025,330,0.84%,375,38,7,0,0,e2be9664aa,"18,106.05%",$14.08,"$2,549.64",479,131,7.4926931106472,4.18%,05:51,8.77%,$0.00,42,8.77%,$5.32,$60.71
"Etta Says Pricing Error","Urgent - Pricing error.  Please open for details.",PetFlow,"Nov 05, 2013 08:00 am",Tuesday,281273,281097,113,63,176,1,0,32463,11.55%,43291,2814,1.00%,3336,254,88,0,0,521bafe83c,"12,320.96%",$100.94,"$12,436.20",3528,1152,5.3010204081633,6.52%,05:08,7.14%,$0.00,254,7.20%,$3.53,$48.96
"Etta Says Pricing Error (copy 01)","Urgent - Pricing error.  Please open for details.","PetFlow Recurring Customers","Nov 04, 2013 03:40 pm",Monday,50899,50860,29,10,39,0,0,13479,26.50%,17995,1027,2.02%,1215,71,6,0,0,2a33a31384,"32,071.28%",$18.27,"$5,857.88",1478,336,6.3870094722598,4.33%,05:19,6.90%,$0.00,102,6.90%,$3.96,$57.43
"Blue Buffalo SALE - Last Day! (copy 03)","Last chance for Blue Buffalo sale.","Brand Lists","Nov 04, 2013 11:05 am",Monday,23610,23558,36,16,52,1,0,3853,16.36%,5437,416,1.77%,492,75,10,0,0,28b66f5e07,"97,838.79%",$8.47,"$8,289.38",545,181,8.8146788990826,2.20%,06:28,16.88%,$0.00,95,17.43%,$15.21,$87.26
"Natural Balance SALE (copy 03)","Do you feed Natural Balance? MUST SEE.","Brand Lists","Nov 04, 2013 10:52 am",Monday,12027,11942,73,12,85,0,0,2724,22.81%,4160,420,3.52%,509,107,16,0,0,e46fb97573,"124,124.72%",$4.32,"$5,357.11",554,160,6.2509025270758,3.07%,04:40,12.27%,$0.00,73,13.18%,$9.67,$73.39
"Auto-Ship Up to 25% off.","Save up to $25 today - details inside.",PetFlow,"Nov 04, 2013 08:00 am",Monday,267554,267411,97,46,143,3,0,25182,9.42%,33802,1087,0.41%,1297,279,62,0,0,795fa1b64a,"10,554.49%",$96.01,"$10,133.60",1337,378,7.1166791323859,6.28%,05:34,10.17%,$0.00,134,10.02%,$7.58,$75.62
"(copy 01)","Your credit expires in 24 hours. Please hurry.",PetFlow,"Nov 02, 2013 12:30 pm",Saturday,263861,263721,95,45,140,13,6,37756,14.32%,53637,3546,1.34%,4244,239,63,0,0,e94603ffc3,"10,317.53%",$94.69,"$9,769.36",4554,1528,6.8965744400527,8.70%,05:59,11.42%,$0.00,511,11.22%,$2.15,$19.12
" (copy 01)","Please use this credit before it expires!",LifeScript,"Nov 01, 2013 12:33 pm",Friday,68224,68176,37,11,48,6,3,6892,10.11%,9715,747,1.10%,903,125,35,0,0,466922f01f,"2,265.31%",$24.48,$554.60,846,514,3.8758865248227,10.52%,03:44,2.60%,$0.00,23,2.72%,$0.66,$24.11
"Please use this credit before it expires!","Please use this credit before it expires!",PetFlow,"Nov 01, 2013 12:32 pm",Friday,267759,267596,111,52,163,46,23,40882,15.28%,61045,4254,1.59%,5268,232,43,0,0,ada29da009,"18,517.21%",$96.09,"$17,792.40",5422,1761,6.8622279601623,6.66%,06:00,10.79%,$0.00,587,10.83%,$3.28,$30.31
"Bully Stick Sale (copy 08)","81% off Bully Stick Sale & More LIVE NOW.","Special Products Customers","Oct 31, 2013 12:18 pm",Thursday,25839,25695,43,101,144,3,2,4671,18.18%,7267,883,3.44%,1081,32,13,0,0,19c0ac26f4,"93,518.18%",$9.27,"$8,671.35",1193,255,6.5406538139145,3.94%,05:45,14.00%,$0.00,166,13.91%,$7.27,$52.24
"Pit Bull Rescue Update - Please look","Pit Bull Rescue Update - Please look",PetFlow,"Oct 31, 2013 09:00 am",Thursday,280931,280760,130,41,171,1,0,23817,8.48%,32423,558,0.20%,1061,202,62,0,0,817a9eb0d8,"2,436.93%",$100.81,"$2,456.73",670,213,4.6985074626866,18.96%,03:25,6.27%,$0.00,43,6.42%,$3.67,$57.13
"(copy 01)","Pit Bull Rescue Update - Please look","PetFlow Recurring Customers","Oct 31, 2013 09:00 am",Thursday,50790,50749,37,4,41,1,0,8962,17.66%,12267,249,0.49%,425,66,11,0,0,2736e91c7d,"23,489.86%",$18.23,"$4,281.28",341,92,7.6304985337243,14.96%,05:59,11.73%,$0.00,41,12.02%,$12.56,$104.42
"Pet Alert Oct 30 (copy 04)","** IMPORTANT ** Please read if you have pets in your home.","Product Testers","Oct 30, 2013 08:37 am",Wednesday,27158,27064,46,48,94,3,0,8919,32.96%,12935,300,1.11%,365,93,74,0,0,c5a1f66aa6,"7,485.67%",$9.75,$729.53,337,109,4.3946587537092,13.06%,05:15,5.93%,$0.00,21,6.23%,$2.16,$34.74
"Pet Alert Oct 30 (copy 03)","** IMPORTANT ** Please read if you have pets in your home.",LifeScript,"Oct 30, 2013 08:36 am",Wednesday,68403,68351,34,18,52,6,2,6379,9.33%,9280,218,0.32%,279,106,41,0,0,7fb1a4695b,883.55%,$24.55,$216.88,206,123,4.2815533980583,13.59%,04:44,4.37%,$0.00,9,4.37%,$1.05,$24.10
"Pet Alert Oct 30 (copy 02)","** IMPORTANT ** Please read if you have pets in your home.","PetFlow Recurring Customers","Oct 30, 2013 08:35 am",Wednesday,50849,50805,29,15,44,6,6,13429,26.43%,18772,677,1.33%,797,55,12,0,0,32cd9c20b4,"26,235.41%",$18.25,"$4,787.24",966,225,7.6977225672878,6.42%,04:59,9.21%,$0.00,89,9.21%,$4.96,$53.79
"Pet Alert Oct 30 (copy 01)","** IMPORTANT ** Please read if you have pets in your home.","Product Testers","Oct 30, 2013 08:34 am",Wednesday,27158,27025,86,47,133,0,0,6743,24.95%,9473,211,0.78%,255,102,31,0,0,a3a25f5030,"1,543.45%",$9.75,$150.42,236,62,2.864406779661,16.95%,02:55,1.69%,$0.00,4,1.69%,$0.64,$37.61
"Pet Alert Oct 30","** IMPORTANT ** Please read if you have pets in your home.",PetFlow,"Oct 30, 2013 08:34 am",Wednesday,280948,280826,91,31,122,26,9,39845,14.19%,55013,1999,0.71%,2510,293,75,0,0,fa91b1963d,"8,121.39%",$100.82,"$8,187.88",2214,812,5.8026196928636,9.62%,06:01,8.99%,$0.00,201,9.08%,$3.70,$40.74
"Free Shipping Launches Now!","★ FRE E Shipping Event ★ LIVE NOW!",PetFlow,"Oct 29, 2013 05:47 pm",Tuesday,279438,279313,100,25,125,0,0,29943,10.72%,40499,1637,0.59%,1938,292,61,0,0,f6675ef7cb,"13,616.81%",$100.28,"$13,654.50",2013,603,7.320914058619,7.00%,06:010,10.08%,$0.00,209,10.38%,$6.78,$65.33
"Blue Buffalo Blitz (copy 04)","Blue Buffalo SALE - Please hurry!",LifeScript,"Oct 29, 2013 10:36 am",Tuesday,68548,68490,43,15,58,1,0,5081,7.42%,7045,306,0.45%,347,128,37,0,0,7e0587ca2b,"1,812.30%",$24.60,$445.80,365,208,3.7232876712329,6.30%,02:32,1.10%,$0.00,4,1.10%,$1.22,$111.45
"(copy 01)","Biggest Deal Ever on 3 TOP Brands - Up to 20% off!",PetFlow,"Oct 29, 2013 10:04 am",Tuesday,267511,267360,93,58,151,0,0,23049,8.62%,29801,881,0.33%,1194,206,77,0,0,beec42c879,"7,460.64%",$96.00,"$7,161.97",1084,237,6.9520295202952,4.52%,05:21,8.49%,$0.00,94,8.67%,$6.61,$76.19
"(copy 01)","Do you feed EVO?  Must see this.","Brand Lists","Oct 29, 2013 09:17 am",Tuesday,5608,5399,39,170,209,0,0,1100,20.37%,1671,180,3.33%,220,13,7,0,0,ce6c4999d9,"103,317.85%",$2.01,"$2,079.21",229,87,5.9519650655022,3.06%,04:05,11.79%,$0.00,29,12.66%,$9.08,$71.70
"(copy 01)","Do you feed California Natural?  See inside!","Brand Lists","Oct 29, 2013 09:13 am",Tuesday,2503,2374,18,111,129,0,0,446,18.79%,682,75,3.16%,109,13,4,0,0,50c25866d9,"120,166.23%",$0.90,"$1,079.34",99,27,6.5252525252525,1.01%,04:32,16.16%,$0.00,16,16.16%,$10.90,$67.46
"Important INNOVA News!  Please see!","Important INNOVA News!  Please see!","Brand Lists","Oct 29, 2013 09:10 am",Tuesday,2445,2316,28,101,129,0,0,514,22.19%,755,73,3.15%,92,8,2,0,0,6d67472ccc,"51,305.44%",$0.88,$450.15,84,30,5.6190476190476,2.38%,02:57,7.14%,$0.00,6,7.14%,$5.36,$75.03
"Blue Buffalo Blitz (copy 03)","Blue Buffalo SALE! LIVE NOW.","Recurring Credit","Oct 28, 2013 10:53 am",Monday,14466,14442,13,11,24,3,0,2437,16.87%,3393,228,1.58%,264,112,8,0,0,3e6e955023,"81,439.59%",$5.19,"$4,227.65",356,99,7.7977528089888,3.65%,09:16,12.64%,$0.00,49,13.76%,$11.88,$86.28
"Natural Balance SALE (copy 01)","HUGE Natural Balance SALE - See inside.",PetFlow,"Oct 28, 2013 08:25 am",Monday,267223,267109,84,30,114,1,3,24719,9.25%,33259,1468,0.55%,1785,269,48,0,0,d1c83fe4ae,"12,090.61%",$95.89,"$11,594.10",2012,500,6.0367793240557,2.73%,04:56,6.46%,$0.00,142,7.06%,$5.76,$81.65
"Natural Balance SALE","HUGE Natural Balance SALE - See inside.","Brand Lists","Oct 28, 2013 08:13 am",Monday,12210,12079,71,60,131,0,0,2287,18.93%,3904,383,3.17%,481,110,8,0,0,ffbbfaa039,"125,227.69%",$4.38,"$5,486.95",525,174,7.7447619047619,2.10%,05:37,13.90%,$0.00,77,14.67%,$10.45,$71.26
"$39 Free Shipping (copy 03)","★ FRE E Shipping Today! ★",PetFlow,"Oct 27, 2013 10:26 am",Sunday,267445,267333,82,30,112,0,0,26255,9.82%,35778,1843,0.69%,2200,247,71,0,0,eee39d3aec,"18,509.77%",$95.97,"$17,764.40",2358,634,7.0368956743003,7.21%,06:13,11.15%,$0.00,263,11.15%,$7.53,$67.55
"Bully Stick Sale (copy 07)","THIS WEEKEND:  Bully Sticks on SALE & Free Shipping!","Special Products Customers","Oct 26, 2013 05:04 pm",Saturday,25910,25773,132,5,137,0,0,5364,20.81%,8538,983,3.81%,1237,47,18,0,0,87793d194c,"132,539.29%",$9.30,"$12,323.30",1431,270,6.3962264150943,6.36%,05:47,15.37%,$0.00,222,15.51%,$8.61,$55.51
"Blue Buffalo Blitz (copy 01)","Blue Buffalo SALE - Just this weekend!","Product Testers","Oct 25, 2013 10:33 pm",Friday,26263,26039,93,131,224,0,0,3775,14.50%,5350,264,1.01%,311,188,64,0,0,4cbe472928,"7,770.37%",$9.42,$732.32,351,86,4.5042735042735,6.27%,02:52,2.85%,$0.00,12,3.42%,$2.09,$61.03
"Blue Buffalo Blitz","Blue Buffalo SALE - Just this weekend!",PetFlow,"Oct 25, 2013 09:04 pm",Friday,281147,281024,90,33,123,22,8,34753,12.37%,49145,3063,1.09%,3694,293,71,0,0,ca0136c3c0,"19,564.07%",$100.89,"$19,738.20",4345,1341,5.2973532796318,3.94%,03:54,5.62%,$0.00,248,5.71%,$4.54,$79.59
