Title,Subject,List,"Send Date","Send Weekday","Total Recipients","Successful Deliveries","Soft Bounces","Hard Bounces","Total Bounces","Times Forwarded","Forwarded Opens","Unique Opens","Open Rate","Total Opens","Unique Clicks","Click Rate","Total Clicks",Unsubscribes,"Abuse Complaints","Times Liked on Facebook","Folder Id","Unique Id","Analytics ROI","Campaign Cost","Revenue Created",Visits,"New Visits",Pages/Visit,"Bounce Rate","Time on Site","Goal Conversion Rate","Per Visit Goal Value",Transactions,"Ecommerce Conversion Rate","Per Visit Value","Average Value"
"(copy 01)","Blue Buffalo on SALE - Extended for this weekend.","Brand Lists","Oct 25, 2013 08:37 pm",Friday,22734,22678,48,8,56,0,0,3957,17.45%,5395,336,1.48%,403,72,15,0,0,35a6cb1847,"51,361.38%",$8.16,"$4,190.13",444,145,7.5653153153153,2.48%,05:19,12.84%,$0.00,54,12.16%,$9.44,$77.60
"American Made Treats (copy 01)","Avoid China Treats - Up to 68% off today!","Pet Deals","Oct 25, 2013 03:49 pm",Friday,18034,18018,14,2,16,1,0,1634,9.07%,2299,41,0.23%,49,23,13,0,0,290b868616,0.00%,$6.47,$0.00,44,24,4.5681818181818,13.64%,05:52,0.00%,$0.00,0,0.00%,$0.00,$0.00
"American Made Treats","Avoid China Treats - Up to 68% off today!",LifeScript,"Oct 25, 2013 03:46 pm",Friday,68760,68691,38,31,69,4,2,5615,8.17%,7880,141,0.21%,157,112,59,0,0,2c0293f763,"1,431.47%",$24.67,$353.21,138,84,3.7246376811594,19.57%,04:40,2.17%,$0.00,4,2.90%,$2.56,$88.30
Untitled,,PetFlow,"Oct 25, 2013 08:00 am",Friday,266997,266818,132,47,179,4,2,26370,9.88%,34530,993,0.37%,1194,242,67,0,0,0cfd54f30e,"7,261.81%",$95.81,"$6,957.71",1232,366,6.2459415584416,9.82%,05:40,8.77%,$0.00,109,8.85%,$5.65,$63.83
" (copy 01)",,"PetFlow Recurring Customers","Oct 25, 2013 08:00 am",Friday,49805,49767,27,11,38,0,0,8324,16.73%,10934,371,0.75%,439,54,9,0,0,039410a02a,"15,477.26%",$17.87,"$2,766.19",521,98,8.6333973128599,4.99%,06:51,9.40%,$0.00,48,9.21%,$5.31,$57.63
"China Jerky (copy 06)","URGENT - China Jerky Treats leave 600 dogs dead & more than 3000 sick.","National Recall Notification","Oct 24, 2013 09:38 am",Thursday,14857,14775,73,9,82,2,0,1518,10.27%,3551,261,1.77%,322,7,18,0,0,af84e99aa6,"2,293.74%",$5.33,$122.29,291,162,2.7285223367698,23.37%,02:15,0.69%,$0.00,2,0.69%,$0.42,$61.15
"China Jerky (copy 05)","MUST SEE - China Jerky Treats leave 600 dogs dead & more than 3000 sick.",PetFlow,"Oct 24, 2013 09:32 am",Thursday,242464,242332,108,24,132,92,77,14030,5.79%,25512,1465,0.60%,1752,201,52,0,0,b4a571d715,"4,175.24%",$87.01,"$3,632.82",1844,842,3.7988069414317,18.87%,03:44,4.07%,$0.00,73,3.96%,$1.97,$49.76
"RC Breed Specific","Do you have a purebred? Must see info for your breed!",PetFlow,"Oct 24, 2013 08:05 am",Thursday,280507,280287,175,45,220,0,0,29301,10.45%,38950,3743,1.34%,4414,235,64,0,0,3f92a9ef40,"2,688.80%",$100.66,"$2,706.56",4221,1392,2.3781094527363,55.32%,01:28,1.04%,$0.00,42,1.00%,$0.64,$64.44
"China Jerky (copy 04)","URGENT - China Jerky Treats leave 600 dogs dead & more than 3000 sick.","Product Testers","Oct 23, 2013 12:40 pm",Wednesday,23822,23629,175,18,193,4,0,4346,18.39%,9115,527,2.23%,615,78,28,4,0,3cc5410398,"9,700.11%",$8.55,$829.22,649,239,2.9645608628659,24.04%,02:36,2.16%,$0.00,14,2.16%,$1.28,$59.23
"China Jerky (copy 03)","URGENT - China Jerky Treats leave 600 dogs dead & more than 3000 sick.","National Recall Notification","Oct 23, 2013 10:50 am",Wednesday,18016,17921,73,22,95,6,4,3609,20.14%,11522,562,3.14%,721,20,20,0,0,ee4442208d,"8,719.16%",$6.47,$563.70,736,422,2.7350543478261,25.27%,02:18,1.77%,$0.00,13,1.77%,$0.77,$43.36
"China Jerky (copy 02)","URGENT - China Jerky Treats leave 600 dogs dead & more than 3000 sick.","PetFlow Recurring Customers","Oct 23, 2013 10:48 am",Wednesday,49765,49746,15,4,19,6,1,11988,24.10%,30086,1256,2.52%,1672,58,11,0,0,ced420f6c2,"26,400.12%",$17.86,"$4,714.60",1928,676,5.0767634854772,18.31%,04:22,5.03%,$0.00,93,4.82%,$2.45,$50.69
"China Jerky (copy 01)","URGENT - China Jerky Treats leave 600 dogs dead & more than 3000 sick.","Pet Deals","Oct 23, 2013 10:47 am",Wednesday,18067,18051,11,5,16,4,0,2100,11.63%,4574,277,1.53%,340,25,10,4,0,a4b2d1641d,"3,569.44%",$6.48,$231.42,332,212,3.4096385542169,21.69%,02:49,1.81%,$0.00,7,2.11%,$0.70,$33.06
"China Jerky","URGENT - China Jerky Treats leave 600 dogs dead & more than 3000 sick.",PetFlow,"Oct 23, 2013 10:46 am",Wednesday,280436,280223,173,40,213,20,12,39513,14.10%,93720,4666,1.67%,5979,235,49,0,0,10d4239ed2,"9,608.26%",$100.63,"$9,669.27",6116,2918,3.5662197514716,21.19%,03:07,3.19%,$0.00,200,3.27%,$1.58,$48.35
"Thundershirt Recur","Have you heard of Thundershirts?","PetFlow Recurring Customers","Oct 23, 2013 09:00 am",Wednesday,49809,49780,24,5,29,1,0,8213,16.50%,11663,635,1.28%,825,65,8,0,0,43633a266c,"18,614.93%",$17.87,"$3,327.24",1027,218,6.0886075949367,2.73%,03:54,5.65%,$0.00,60,5.84%,$3.24,$55.45
"Etta Says (copy 03)","Must see - If your dog eats Bully Sticks. *STILL AVAILABLE*","Special Products Customers","Oct 23, 2013 08:36 am",Wednesday,21093,20968,124,1,125,1,0,2364,11.27%,3497,445,2.12%,520,25,13,0,0,3c0589e2bb,"50,518.03%",$7.57,"$3,823.84",570,153,6.7157894736842,5.26%,05:57,15.09%,$0.00,85,14.91%,$6.71,$44.99
"Up to $18 off TODAY","Biggest Discount - Up to $18 off - Details inside!",PetFlow,"Oct 23, 2013 08:00 am",Wednesday,267198,267017,120,61,181,0,0,25475,9.54%,35081,942,0.35%,1121,270,55,0,0,93276f2987,"10,366.81%",$95.88,"$9,940.16",1125,336,8.4222222222222,5.16%,06:18,11.20%,$0.00,127,11.29%,$8.84,$78.27
"1 Penny Toy","Deal LIVE at 3:30PM Easter - Toy for 1 penny.","PetFlow Recurring Customers","Oct 22, 2013 04:00 pm",Tuesday,49869,49827,39,3,42,0,0,8678,17.42%,11440,750,1.51%,866,53,8,0,0,32a96ffcbb,"21,141.09%",$17.90,"$3,783.32",1124,189,6.3318505338078,8.54%,05:04,6.23%,$0.00,71,6.32%,$3.37,$53.29
"Blue Buffalo SALE - Last Day! (copy 02)","Ends at Midnight!  HUGE Sale on Blue Buffalo!  Please hurry.","Product Testers","Oct 22, 2013 02:21 pm",Tuesday,23455,23261,174,20,194,0,0,3266,14.04%,4591,215,0.92%,251,148,48,0,0,64dfeb12ee,"6,755.25%",$8.42,$568.58,265,61,4.7547169811321,4.91%,03:32,2.64%,$0.00,7,2.64%,$2.15,$81.23
"Diamond NGF","Win Free Dog Food for a Year!",PetFlow,"Oct 22, 2013 02:21 pm",Tuesday,267343,267133,157,53,210,25,11,33271,12.45%,53526,8977,3.36%,11601,238,75,0,0,20c0b4e69a,603.43%,$95.94,$578.91,10024,8979,1.2527932960894,88.87%,00:24,0.09%,$0.00,9,0.09%,$0.06,$64.32
"Product Testing - Natural Balance (copy 02)","Product Testing Invitation *DO NOT FORWARD*","Product Testers","Oct 22, 2013 01:40 pm",Tuesday,373,370,3,0,3,0,0,143,38.65%,312,79,21.35%,133,2,0,0,0,662ab54d2d,"131,107.81%",$0.13,$175.49,125,29,6.712,12.80%,06:11,23.20%,$0.00,30,24.00%,$1.40,$5.85
"Product Testing - Natural Balance (copy 01)","Product Testing Invitation *DO NOT FORWARD*","Product Testers","Oct 22, 2013 01:37 pm",Tuesday,393,392,0,1,1,0,0,133,33.93%,317,77,19.64%,151,2,1,0,0,762cd040cc,"288,813.54%",$0.14,$407.31,189,33,4.1587301587302,8.99%,04:35,12.70%,$0.00,24,12.70%,$2.16,$16.97
"Product Testing - Natural Balance","Product Testing Invitation *DO NOT FORWARD*","Product Testers","Oct 22, 2013 12:52 pm",Tuesday,309,307,2,0,2,0,0,124,40.39%,252,64,20.85%,126,2,0,0,0,af15ccd1bc,"79,406.47%",$0.11,$88.05,112,24,7.5625,8.04%,06:43,17.86%,$0.00,21,18.75%,$0.79,$4.19
"Etta Says (copy 02)","Must see - If your dog eats Bully Sticks.","Special Products Customers","Oct 22, 2013 08:16 am",Tuesday,26024,25892,128,4,132,0,0,5543,21.41%,8545,1076,4.16%,1293,56,8,0,0,ed457eb95c,"95,881.40%",$9.34,"$8,954.13",1422,311,6.3600562587904,5.49%,06:42,12.45%,$0.00,177,12.45%,$6.30,$50.59
"Blue Buffalo SALE - Last Day! (copy 01)","Ends at Midnight!  HUGE Sale on Blue Buffalo!  Please hurry.",PetFlow,"Oct 21, 2013 03:57 pm",Monday,252559,252426,121,12,133,5,3,24867,9.85%,32517,1606,0.64%,1872,286,58,0,0,715f8d4205,"7,937.98%",$90.63,"$7,194.29",2157,651,4.6485859990728,3.29%,03:18,3.80%,$0.00,85,3.94%,$3.34,$84.64
"Blue Buffalo SALE - Last Day!","Ends at Midnight!  HUGE Sale on Blue Buffalo!  Please hurry.","Brand Lists","Oct 21, 2013 02:55 pm",Monday,23842,23793,41,8,49,1,1,4006,16.84%,5562,403,1.69%,493,99,11,0,0,8dc49342bf,"65,759.12%",$8.56,"$5,626.18",604,158,7.1258278145695,3.81%,05:08,10.76%,$0.00,68,11.26%,$9.31,$82.74
"Bully Stick Sale (copy 06)","BIG Bully Stick Sale - #1 treat!","Product Testers","Oct 21, 2013 02:34 pm",Monday,22966,22658,166,142,308,0,0,3065,13.53%,4263,283,1.25%,337,157,50,0,0,9b15bc7031,"4,990.66%",$8.24,$411.30,336,100,3.7857142857143,16.37%,03:46,3.27%,$0.00,11,3.27%,$1.22,$37.39
"Costumes LAST CHANCE (copy 01)","Costumes - Order TODAY for delivery by Halloween! Up to 70% off!","PetFlow Recurring Customers","Oct 21, 2013 10:47 am",Monday,49891,49867,18,6,24,1,1,7752,15.55%,10817,966,1.94%,1166,60,7,0,0,76d70053db,"17,685.73%",$17.90,"$3,166.36",1519,364,4.7557603686636,6.12%,03:45,3.16%,$0.00,46,3.03%,$2.08,$68.83
"Costumes LAST CHANCE","Costumes - Order TODAY for delivery by Halloween! Up to 70% off!",PetFlow,"Oct 21, 2013 10:42 am",Monday,280552,280356,144,52,196,4,3,26183,9.34%,35512,2761,0.98%,3241,273,94,0,0,86adf56db3,"5,407.88%",$100.68,"$5,444.47",3497,1232,3.3783242779525,8.55%,03:01,2.75%,$0.00,97,2.77%,$1.56,$56.13
"Bully Stick Sale (copy 05)","BIG Bully Stick Sale - #1 treat!","PetFlow Recurring Customers","Oct 20, 2013 09:00 am",Sunday,49854,49835,18,1,19,0,0,7630,15.31%,10313,626,1.26%,745,71,13,0,0,d31d9be90e,"28,798.24%",$17.89,"$5,152.06",938,189,6.5181236673774,7.68%,05:42,9.38%,$0.00,90,9.59%,$5.49,$57.25
"Bully Stick Sale (copy 04)","BIG Bully Stick Sale - #1 treat!",PetFlow,"Oct 20, 2013 08:00 am",Sunday,279201,279023,124,54,178,2,0,27473,9.85%,37372,2657,0.95%,3212,322,92,0,0,39c52a68e8,"16,666.24%",$100.19,"$16,698.20",3406,1152,4.9885496183206,8.02%,05:28,8.37%,$0.00,289,8.49%,$4.90,$57.78
"0.01 Stuff Live Today (copy 04)","2 Secret Deals at $0.01 - STARTS NOW.","Product Testers","Oct 18, 2013 06:42 pm",Friday,13977,13841,121,15,136,0,0,3075,22.22%,5280,618,4.46%,902,35,35,0,0,b0113d829c,"24,171.85%",$5.02,"$1,212.38",831,208,4.7521058965102,14.32%,05:39,4.21%,$0.00,38,4.57%,$1.46,$31.90
"0.01 Stuff Live Today (copy 03)","2 Secret Deals at $0.01 - STARTS NOW.","PetFlow Recurring Customers","Oct 18, 2013 03:11 pm",Friday,49935,49910,20,5,25,0,0,8809,17.65%,11806,639,1.28%,867,59,15,0,0,80b7c72b58,"40,657.15%",$17.92,"$7,285.46",1065,176,9.4178403755869,4.98%,07:49,11.92%,$0.00,125,11.74%,$6.84,$58.28
"Bully Stick Sale (copy 03)","STILL AVAILABLE: BIG Bully Stick Sale (Details Inside)","Special Products Customers","Oct 18, 2013 09:00 am",Friday,21173,21044,129,0,129,0,0,2363,11.23%,3638,547,2.60%,667,23,11,0,0,580b1ae304,"77,773.44%",$7.60,"$5,909.20",757,192,5.661822985469,7.40%,05:35,14.40%,$0.00,111,14.66%,$7.81,$53.24
"(copy 01)","Still Available: HUGE Sale on Blue Buffalo - Please hurry.","Brand Lists","Oct 18, 2013 09:00 am",Friday,21159,20696,48,415,463,0,0,2376,11.48%,3666,456,2.20%,588,70,12,0,0,34a08aa573,"100,519.13%",$7.59,"$7,632.36",606,190,7.9125412541254,1.82%,06:05,14.69%,$0.00,88,14.52%,$12.59,$86.73
"0.01 Stuff Live Today (copy 02)","2 Secret Deals at $0.01 - STARTS NOW.",PetFlow,"Oct 18, 2013 08:00 am",Friday,277970,277708,195,67,262,1,0,28027,10.09%,37713,2331,0.84%,3278,336,84,0,0,e235de4a2a,"17,975.84%",$99.75,"$17,930.90",3210,830,8.2635514018692,5.42%,08:57,12.87%,$0.00,421,13.12%,$5.59,$42.59
"0.01 Stuff Live Today (copy 01)","2 Secret Deals at $0.01 - STARTS NOW.",LifeScript,"Oct 17, 2013 05:59 pm",Thursday,69066,69031,34,1,35,1,0,6052,8.77%,8346,428,0.62%,630,153,61,0,0,558fce22da,"2,612.69%",$24.78,$647.54,527,300,4.8975332068311,14.80%,06:32,3.80%,$0.00,21,3.98%,$1.23,$30.84
"0.01 Stuff Live Today","2 Secret Deals at $0.01 - STARTS NOW.","Pet Deals","Oct 17, 2013 05:49 pm",Thursday,18125,18115,8,2,10,0,0,1716,9.47%,2402,152,0.84%,193,34,13,0,0,4796e76fec,"4,240.04%",$6.50,$275.78,172,84,6.7558139534884,9.88%,08:03,4.07%,$0.00,8,4.65%,$1.60,$34.47
"Bully Stick Sale","LIVE NOW: BIG Bully Stick Sale (Details Inside)","Special Products Customers","Oct 17, 2013 03:04 pm",Thursday,26383,25982,128,273,401,0,0,5823,22.41%,9665,1554,5.98%,1932,49,4,0,0,0e5778234d,"153,067.57%",$9.47,"$14,491.80",2196,487,5.3574681238616,7.24%,05:27,13.11%,$0.00,285,12.98%,$6.60,$50.85
"HUGE Sale on Blue Buffalo starts 8AM - Please hurry.","HUGE Sale on Blue Buffalo starts 8AM - Please hurry.","Brand Lists","Oct 17, 2013 08:26 am",Thursday,20384,20340,21,23,44,0,0,3681,18.10%,5992,655,3.22%,822,93,16,0,0,c604e11227,"154,353.50%",$7.31,"$11,290.70",937,293,6.5186766275347,2.77%,04:19,12.38%,$0.00,117,12.49%,$12.05,$96.50
"Pitbull Rescue needs our help!  Please read and forward!","Pitbull Rescue needs our help!  Please read and forward!",PetFlow,"Oct 17, 2013 08:00 am",Thursday,277440,277264,138,38,176,11,8,29085,10.49%,41751,941,0.34%,2518,273,85,0,0,3cce76ce37,"9,166.65%",$99.56,"$9,126.30",1034,394,6.3887814313346,18.38%,04:59,12.86%,$0.00,142,13.73%,$8.83,$64.27
"(copy 01) (copy 02)","Pitbull Rescue needs our help!  Please read and forward!",LifeScript,"Oct 16, 2013 09:45 pm",Wednesday,69273,69226,37,10,47,1,0,6323,9.13%,9257,205,0.30%,382,148,73,0,0,72c27a8443,458.51%,$24.86,$113.98,203,134,2.2315270935961,34.48%,01:26,0.49%,$0.00,1,0.49%,$0.56,$113.98
"(copy 01)","Pitbull Rescue needs our help!  Please read and forward!","PetFlow Recurring Customers","Oct 16, 2013 09:32 pm",Wednesday,49908,49887,18,3,21,3,1,10487,21.02%,15649,431,0.86%,867,65,16,0,0,19b89c5abd,"32,322.27%",$17.91,"$5,788.78",574,140,6.4094076655052,16.72%,04:22,12.89%,$0.00,76,13.24%,$10.08,$76.17
"Spoiled Rotten Shipping Notice","Woof! PetFlow Tracking *|Tracking|*","Spoiled Rotten","Oct 16, 2013 06:30 pm",Wednesday,2615,2584,11,20,31,0,0,1375,53.21%,4019,620,23.99%,1195,2,3,0,0,384d11ec98,"19,807.18%",$0.94,$185.87,171,40,8.0350877192982,5.26%,05:38,1.75%,$0.00,5,2.92%,$1.09,$37.17
"Doorbusters Oct 16 (copy 05)","New Doorbusters launched today - up to 81% off.","PetFlow Recurring Customers","Oct 16, 2013 09:30 am",Wednesday,49911,49886,12,13,25,1,2,8135,16.31%,11265,960,1.92%,1101,88,11,0,0,d23da03d87,"27,544.46%",$17.91,"$4,933.39",1367,262,6.087783467447,5.71%,05:46,6.29%,$0.00,88,6.44%,$3.61,$56.06
"Doorbusters Oct 16 (copy 06)","New Doorbusters launched today - up to 81% off.","Pet Deals","Oct 16, 2013 09:00 am",Wednesday,18171,18160,9,2,11,0,0,1426,7.85%,1962,186,1.02%,217,31,15,0,0,9300824c0d,"1,407.83%",$6.52,$91.80,226,99,3.7433628318584,12.83%,03:56,1.33%,$0.00,3,1.33%,$0.41,$30.60
"Doorbusters Oct 16 (copy 04)","New Doorbusters launched today - up to 81% off.",PetFlow,"Oct 16, 2013 08:30 am",Wednesday,264418,264245,149,24,173,0,0,21971,8.31%,30522,2693,1.02%,3067,288,68,0,0,d5debb6b72,"12,993.37%",$94.89,"$12,329.00",3406,861,5.0566647093365,6.69%,04:44,5.87%,$0.00,202,5.93%,$3.62,$61.03
"Doorbusters Oct 16 (copy 07)","New Doorbusters launched today - up to 81% off.",LifeScript,"Oct 16, 2013 08:30 am",Wednesday,69415,69352,46,17,63,2,2,4719,6.80%,6601,405,0.58%,454,113,48,0,0,b41af971b2,623.69%,$24.91,$155.36,456,249,2.5855263157895,10.53%,03:56,1.10%,$0.00,5,1.10%,$0.34,$31.07
"Last chance for Halloween Costumes for your pets! Up to 80% off, please order while we have stock!","Last chance for Halloween Costumes for your pets! Up to 80% off, please order while we have stock!",PetFlow,"Oct 15, 2013 09:38 pm",Tuesday,277907,277785,106,16,122,3,2,28476,10.25%,39825,3116,1.12%,3699,231,69,0,0,7ec9847b1b,354.97%,$99.73,$354.00,79,18,7.8987341772152,3.80%,05:19,10.13%,$0.00,8,10.13%,$4.48,$44.25
"Product Testing","Product Testing Update - See inside.","Product Testers","Oct 15, 2013 06:26 pm",Tuesday,12919,12544,111,264,375,5,1,4579,36.50%,10117,300,2.39%,375,31,32,0,0,70bc46a384,"9,743.30%",$4.64,$451.70,446,118,5.3991031390135,19.96%,04:57,3.81%,$0.00,17,3.81%,$1.01,$26.57
"Pet Decals Oct 15","Important: Pet Safety Alert Decals for your Home",PetFlow,"Oct 15, 2013 04:35 pm",Tuesday,264804,264645,98,61,159,3,0,27465,10.38%,37809,1930,0.73%,2387,205,81,0,0,f4166854e2,0.00%,$95.03,$0.00,2,0,8,0.00%,13:52,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Pricing error. (copy 03)","(You missed this) Urgent - Pricing error.  Please open for details.","PetFlow Recurring Customers","Oct 14, 2013 08:36 am",Monday,38583,38558,18,7,25,0,0,6036,15.65%,7467,607,1.57%,686,47,13,0,0,9d3dedcbd1,"27,989.59%",$13.85,"$3,875.32",879,227,6.8839590443686,6.94%,05:08,7.74%,$0.00,68,7.74%,$4.41,$56.99
"Pricing error. (copy 02)","Urgent - Pricing error.  Please open for details. (You missed this)",PetFlow,"Oct 14, 2013 08:35 am",Monday,236281,236160,79,42,121,0,0,12957,5.49%,16520,1655,0.70%,2001,202,58,0,0,ac0986e9a0,"9,514.31%",$84.79,"$8,067.17",2078,767,5.4326275264678,9.62%,05:15,7.22%,$0.00,148,7.12%,$3.88,$54.51
"Pricing error. (copy 01)","Urgent - Pricing error.  Please open for details.","PetFlow Recurring Customers","Oct 13, 2013 08:14 am",Sunday,49789,49770,16,3,19,0,0,12953,26.03%,16710,1193,2.40%,1482,85,11,0,0,be7aa37e16,"44,653.16%",$17.87,"$7,978.12",1886,398,6.1155885471898,9.70%,05:30,8.06%,$0.00,153,8.11%,$4.23,$52.14
"Pricing error.","Urgent - Pricing error.  Please open for details.",PetFlow,"Oct 12, 2013 09:18 pm",Saturday,276356,276235,89,32,121,0,0,45390,16.43%,61405,5731,2.07%,6953,306,89,0,0,34f8ed4d0a,"21,151.38%",$99.17,"$20,976.00",7567,2565,4.79225584776,10.48%,04:33,5.92%,$0.00,455,6.01%,$2.77,$46.10
"Pet Corrector","#1 Item at 50% off TODAY - Details inside.",PetFlow,"Oct 12, 2013 09:00 am",Saturday,276480,276337,100,43,143,2,0,30227,10.94%,39093,2281,0.83%,2851,264,82,0,0,5a0fa5179c,"10,159.92%",$99.22,"$10,080.20",3107,905,4.253299002253,4.35%,03:58,5.18%,$0.00,160,5.15%,$3.24,$63.00
"Pet Corrector (copy 03)","#1 Item at 50% off TODAY - Details inside.","PetFlow Recurring Customers","Oct 12, 2013 09:00 am",Saturday,49864,49841,17,6,23,0,0,9107,18.27%,11682,638,1.28%,801,57,12,0,0,e1fc81bb0a,"20,472.14%",$17.89,"$3,663.24",1015,218,6.2167487684729,5.42%,04:37,6.50%,$0.00,69,6.80%,$3.61,$53.09
"Pet Corrector (copy 04)","#1 Item at 50% off TODAY - Details inside.",LifeScript,"Oct 12, 2013 09:00 am",Saturday,69727,69695,24,8,32,0,0,5437,7.80%,6753,304,0.44%,349,157,68,0,0,292e0302d9,"2,189.02%",$25.02,$547.73,332,185,2.8704819277108,5.42%,02:35,3.31%,$0.00,12,3.61%,$1.65,$45.64
"Pet Corrector (copy 05)","#1 Item at 50% off TODAY - Details inside.","Pet Deals","Oct 12, 2013 09:00 am",Saturday,18052,18047,2,3,5,0,0,1502,8.32%,1904,113,0.63%,136,26,7,0,0,3116330206,"3,738.97%",$6.48,$242.21,134,67,3.7238805970149,8.21%,03:14,5.22%,$0.00,7,5.22%,$1.81,$34.60
"(copy 01)","Private sale invite: 55% off - Please hurry. (SORRY! SITE IS BACK!!)","PetFlow Recurring Customers","Oct 11, 2013 02:35 pm",Friday,2032,2032,0,0,0,0,0,1338,65.85%,1692,39,1.92%,42,9,0,0,0,115d3cb9b4,"107,215.35%",$0.73,$781.80,59,8,8.7457627118644,5.08%,07:38,18.64%,$0.00,11,18.64%,$13.25,$71.07
" (copy 01)","Private sale invite: 55% off - Please hurry.",,"Oct 11, 2013 02:06 pm",Friday,3115,3099,14,2,16,0,0,886,28.59%,1346,124,4.00%,152,20,16,0,0,ec3157327d,"75,045.87%",$1.12,$838.88,203,60,5.9113300492611,7.39%,06:36,8.87%,$0.00,18,8.87%,$4.13,$46.60
"Private sale invite: 55% off - Please hurry.","Private sale invite: 55% off - Please hurry.","PetFlow Recurring Customers","Oct 11, 2013 02:05 pm",Friday,49942,49906,21,15,36,0,0,9713,19.46%,12360,562,1.13%,702,56,6,0,0,49d4e00eb6,"26,674.71%",$17.92,"$4,780.58",772,174,7.2266839378238,6.35%,05:45,9.07%,$0.00,73,9.46%,$6.19,$65.49
"Nutrisca - Trial (copy 01)","TODAY ONLY: Nutrisca Trial available! Please hurry.",LifeScript,"Oct 11, 2013 09:00 am",Friday,69920,69890,26,4,30,0,0,5084,7.27%,6246,280,0.40%,346,138,63,0,0,bf15ba7a89,168.23%,$25.09,$42.21,311,196,3.1157556270096,17.36%,02:32,0.64%,$0.00,2,0.64%,$0.14,$21.11
"Nutrisca - Trial (copy 02)","TODAY ONLY: Nutrisca Trial available! Please hurry.","Pet Deals","Oct 11, 2013 09:00 am",Friday,18100,18094,6,0,6,0,0,1423,7.86%,1786,110,0.61%,134,43,11,0,0,a95d7d4898,875.41%,$6.50,$56.86,118,64,2.8898305084746,15.25%,02:33,1.69%,$0.00,2,1.69%,$0.48,$28.43
"Nutrisca - Trial","TODAY ONLY: Nutrisca Trial available! Please hurry.",PetFlow,"Oct 11, 2013 08:30 am",Friday,276404,276230,124,50,174,2,1,26758,9.69%,33900,2040,0.74%,2670,281,96,0,0,ef736e0580,"12,300.98%",$99.19,"$12,201.10",2714,709,5.9661016949153,7.77%,05:34,8.73%,$0.00,244,8.99%,$4.50,$50.00
"Nutrisca - Trial (copy 04)","Just Launched: Exclusive Nutrisca Trial - Please hurry.","Recurring Credit","Oct 10, 2013 05:42 pm",Thursday,14612,14586,19,7,26,0,0,2698,18.50%,3601,236,1.62%,321,115,11,0,0,a61625356e,"28,624.74%",$5.24,"$1,500.95",318,99,5.940251572327,8.81%,05:58,9.43%,$0.00,32,10.06%,$4.72,$46.90
"Nutrisca - Trial (copy 03)","TODAY ONLY: Nutrisca Trial available! Please hurry.","Groupon/Living Social Customers","Oct 10, 2013 05:19 pm",Thursday,14281,14205,39,37,76,0,0,2159,15.20%,2673,128,0.90%,155,131,7,0,0,6c90c27685,"14,929.87%",$5.12,$765.12,171,73,5.8304093567251,7.60%,06:03,8.19%,$0.00,15,8.77%,$4.47,$51.01
"Halloween Costumes",,PetFlow,"Oct 10, 2013 08:00 am",Thursday,263098,262890,120,88,208,1,1,25313,9.63%,34451,2732,1.04%,3310,257,76,0,0,a9914369d7,598.40%,$94.41,$564.97,107,29,7.8691588785047,9.35%,06:28,10.28%,$0.00,11,10.28%,$5.28,$51.36
"Halloween Costumes (copy 01)",,"Pet Deals","Oct 10, 2013 08:00 am",Thursday,18176,18126,9,41,50,0,0,1409,7.77%,1811,125,0.69%,147,22,13,0,0,9c6ee08306,0.00%,$6.52,$0.00,1,0,1,0.00%,00:40,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Halloween Costumes (copy 02)",,LifeScript,"Oct 10, 2013 08:00 am",Thursday,70111,70081,26,4,30,0,0,5235,7.47%,6735,371,0.53%,464,137,61,0,0,41ab24acc9,0.00%,$25.16,$0.00,28,14,2.6071428571429,17.86%,05:31,0.00%,$0.00,0,0.00%,$0.00,$0.00
"Halloween Costumes (copy 03)",,"PetFlow Recurring Customers","Oct 10, 2013 08:00 am",Thursday,50021,49978,31,12,43,0,0,8054,16.12%,10953,904,1.81%,1058,55,10,0,0,768b42934c,"2,462.32%",$17.95,$441.99,73,19,11.328767123288,6.85%,07:43,9.59%,$0.00,7,9.59%,$6.05,$63.14
"$39 Free Shipping (copy 02)","LIVE NOW - Free Shipping Event!",LifeScript,"Oct 09, 2013 09:11 am",Wednesday,70339,70292,24,23,47,0,0,5290,7.53%,6519,299,0.43%,338,161,66,0,0,0772191fae,"1,021.38%",$25.24,$257.81,332,186,3.816265060241,10.84%,04:02,1.81%,$0.00,6,1.81%,$0.78,$42.97
"$39 Free Shipping (copy 01)","LIVE NOW - Free Shipping Event!","Pet Deals","Oct 09, 2013 09:11 am",Wednesday,18235,18216,9,10,19,0,0,1475,8.10%,1881,91,0.50%,106,43,13,0,0,1ed189dc00,"6,147.02%",$6.54,$402.24,114,47,5.6842105263158,7.02%,04:23,5.26%,$0.00,6,5.26%,$3.53,$67.04
"LED Lights","LED Pet Safety lights are back in stock","PetFlow Recurring Customers","Oct 09, 2013 09:00 am",Wednesday,49941,49896,29,16,45,0,0,8199,16.43%,10745,505,1.01%,613,53,12,0,0,7bef714059,"20,163.70%",$17.92,"$3,613.62",796,165,7.0678391959799,6.03%,05:12,9.17%,$0.00,73,9.17%,$4.54,$49.50
